LineId,Date,Time,Level,Content,EventId,EventTemplate,ParameterList
66,Oct,10,14,49:52 test-pc kernel: [162981.453917][T540754]  intel_wmi_thunderbolt videodev wmi_bmof bluetooth thunderbolt snd_pcm e1000e mc ecdh_generic ecc snd_seq_midi snd_seq_midi_event cfg80211 processor_thermal_device mei_me ucsi_acpi intel_rapl_common typec_ucsi mei intel_soc_dts_iosf intel_pch_thermal typec snd_rawmidi snd_seq snd_seq_device snd_timer snd soundcore int3403_thermal int340x_thermal_zone intel_hid int3400_thermal acpi_pad acpi_thermal_rel sparse_keymap sch_fq_codel vmwgfx ttm parport_pc ppdev lp parport ramoops reed_solomon efi_pstore ip_tables x_tables autofs4 nls_iso8859_1 multipath linear rtsx_pci_sdmmc i915 aesni_intel glue_helper crypto_simd cryptd psmouse input_leds serio_raw i2c_algo_bit nvme drm_kms_helper syscopyarea sysfillrect nvme_core sysimgblt fb_sys_fops cec drm rtsx_pci wmi video pinctrl_cannonlake mac_hid [last unloaded: dlp_file_pro],0626a324,<*> test-pc kernel: <*> <*> <*> <*> <*> <*> snd_pcm <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> intel_soc_dts_iosf <*> <*> <*> snd_seq snd_seq_device snd_timer snd soundcore int3403_thermal int340x_thermal_zone intel_hid int3400_thermal <*> acpi_thermal_rel <*> sch_fq_codel vmwgfx ttm parport_pc ppdev lp parport ramoops reed_solomon efi_pstore ip_tables x_tables autofs4 nls_iso8859_1 multipath linear rtsx_pci_sdmmc i915 aesni_intel glue_helper crypto_simd cryptd <*> <*> serio_raw <*> <*> drm_kms_helper syscopyarea sysfillrect <*> <*> <*> <*> drm rtsx_pci wmi video pinctrl_cannonlake mac_hid [last unloaded: <*>,"['49:52', '[162981.453917][T540754]', 'intel_wmi_thunderbolt', 'videodev wmi_bmof bluetooth thunderbolt', 'e1000e', 'mc', 'ecdh_generic', 'ecc', 'snd_seq_midi', 'snd_seq_midi_event', 'cfg80211 processor_thermal_device mei_me ucsi_acpi intel_rapl_common typec_ucsi mei', 'intel_pch_thermal', 'typec snd_rawmidi', 'acpi_pad', 'sparse_keymap', 'psmouse input_leds', 'i2c_algo_bit nvme', 'nvme_core', 'sysimgblt fb_sys_fops cec', 'dlp_file_pro]']"
67,Oct,10,14,49:52 test-pc kernel: [162981.636095][T540754] RIP: 0010:dlp_file_rename+0x117/0x140 [dlp_file_pro],1f36cb9c,49:52 test-pc kernel: <*> RIP: 0010:dlp_file_rename+0x117/0x140 [dlp_file_pro],['[162981.636095][T540754]']
68,Oct,10,14,52:41 test-pc systemd-modules-load[1680]: Failed to insert module 'ky_dlp': No such file or directory,b5aef037,52:41 test-pc systemd-modules-load[1680]: Failed to insert module 'ky_dlp': No such file or directory,[]
69,Oct,10,14,52:41 test-pc systemd[1]: Starting kylin dlp control...,2acd0bd8,52:41 test-pc systemd[1]: <*> kylin dlp <*>,"['Starting', 'control...']"
70,Oct,10,14,"52:41 test-pc dbus-daemon[3138]: [system] [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",5e7da106,"52:41 test-pc dbus-daemon[3138]: [system] [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",[]
71,Oct,10,14,52:41 test-pc systemd[1]: Started kylin dlp control.,2acd0bd8,52:41 test-pc systemd[1]: <*> kylin dlp <*>,"['Started', 'control.']"
72,Oct,10,14,52:41 test-pc dbus-daemon[3138]: [system] [bus_registry_acquire_service] service com.kylin.dlp.TransControl has a unique name :1.14,0ff90feb,52:41 test-pc dbus-daemon[3138]: [system] [bus_registry_acquire_service] service com.kylin.dlp.TransControl has a unique name :1.14,[]
73,Oct,10,14,52:41 test-pc bash[3487]: 重置状态失败：open /sys/kernel/security/dlp/usb_check_status: no such file or directory,4317c379,52:41 test-pc bash[3487]: 重置状态失败：open /sys/kernel/security/dlp/usb_check_status: no such file or directory,[]
74,Oct,10,14,52:42 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [3206],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:42', '[3206]']"
75,Oct,10,14,52:42 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:42', 'Introspect']"
76,Oct,10,14,52:42 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [3206],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:42', '[3206]']"
77,Oct,10,14,52:42 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:42', 'GetConfig']"
78,Oct,10,14,52:42 test-pc python3[3206]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:42', 'python3[3206]:']"
79,Oct,10,14,52:42 test-pc python3[3206]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:42', 'python3[3206]:']"
80,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4254],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:43', '[4254]']"
81,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:43', 'Introspect']"
82,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4254],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:43', '[4254]']"
83,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:43', 'GetConfig']"
84,Oct,10,14,52:43 test-pc python3[4254]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:43', 'python3[4254]:']"
85,Oct,10,14,52:43 test-pc python3[4254]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:43', 'python3[4254]:']"
86,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4472],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:43', '[4472]']"
87,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:43', 'Introspect']"
88,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4472],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:43', '[4472]']"
89,Oct,10,14,52:43 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:43', 'GetConfig']"
90,Oct,10,14,52:43 test-pc python3[4472]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:43', 'python3[4472]:']"
91,Oct,10,14,52:43 test-pc python3[4472]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:43', 'python3[4472]:']"
92,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4603],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4603]']"
93,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'Introspect']"
94,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4603],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4603]']"
95,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'GetConfig']"
96,Oct,10,14,52:44 test-pc python3[4603]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4603]:']"
97,Oct,10,14,52:44 test-pc python3[4603]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4603]:']"
98,Oct,10,14,"52:44 test-pc dbus-daemon[4653]: [session uid=1000 pid=4653] [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",f083ab81,"<*> test-pc <*> [session uid=1000 <*> [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2","['52:44', 'dbus-daemon[4653]:', 'pid=4653]']"
99,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4659],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4659]']"
100,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'Introspect']"
101,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4659],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4659]']"
102,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'GetConfig']"
103,Oct,10,14,"52:44 test-pc dbus-daemon[4748]: [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",648e51c9,"<*> test-pc <*> [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2","['52:44', 'dbus-daemon[4748]:']"
104,Oct,10,14,52:44 test-pc python3[4659]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4659]:']"
105,Oct,10,14,52:44 test-pc python3[4659]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4659]:']"
106,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4802],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4802]']"
107,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call Introspect on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'Introspect']"
108,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid [4802],1140cfb0,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:We found a LIMIT file: com.kylin.dlp.TransControl.limit， client [/usr/bin/hedron-domain-hook.py] with pid <*>,"['52:44', '[4802]']"
109,Oct,10,14,52:44 test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call GetConfig on service com.kylin.dlp.TransControl,fcc8c2d3,<*> test-pc dbus-daemon[3138]: [system] [limitCtl]:/usr/bin/hedron-domain-hook.py can call <*> on service com.kylin.dlp.TransControl,"['52:44', 'GetConfig']"
110,Oct,10,14,52:44 test-pc python3[4802]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4802]:']"
111,Oct,10,14,52:44 test-pc python3[4802]: dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,d67d0b5e,<*> test-pc <*> dbus.exceptions.DBusException: com.kylin.dlp.TransControl.ErrorType: open /sys/kernel/security/dlp/usb_check_status: no such file or directory,"['52:44', 'python3[4802]:']"
112,Oct,10,14,"52:46 test-pc dbus-daemon[5630]: [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2",648e51c9,"<*> test-pc <*> [limitCtl]: full_limit_name is /etc/dbus-1/conf/com.kylin.dlp.TransControl.limit, id is 2","['52:46', 'dbus-daemon[5630]:']"
113,Oct,10,14,59:29 test-pc kernel: [  411.789357][T11988] dlp_file_pro module initializing.,bbe35078,<*> test-pc kernel: [ <*> <*> module <*>,"['59:29', '411.789357][T11988] dlp_file_pro', 'initializing.']"
114,Oct,10,14,59:29 test-pc kernel: [  411.789361][T11988] Security Module dlp_file_pro loaded with 2 hooks,beeb93c9,<*> test-pc kernel: [ <*> Security Module <*> loaded with <*> hooks,"['59:29', '411.789361][T11988]', 'dlp_file_pro', '2']"
115,Oct,10,14,59:29 test-pc kernel: [  411.789361][T11988] dlp_file_pro kernel module add LSM hooks successfully.,ba1e19c2,<*> test-pc kernel: [ <*> <*> kernel module add LSM hooks successfully.,"['59:29', '411.789361][T11988] dlp_file_pro']"
116,Oct,10,14,59:29 test-pc kernel: [  411.789368][T11988] dlp_file_pro kernel module sysfs init successfully.,8c9b742a,<*> test-pc kernel: [ <*> <*> kernel module sysfs init successfully.,"['59:29', '411.789368][T11988] dlp_file_pro']"
117,Oct,10,14,59:59 test-pc kernel: [  434.432205][T12144] dlp_file_pro: uid=1000 pid=12144 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['59:59', '434.432205][T12144]', 'pid=12144', 'old_file=abc55 new_file=abc5']"
118,Oct,10,15,00:00 test-pc kernel: [  442.072948][T12181] dlp_file_pro: uid=1000 pid=12181 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['00:00', '442.072948][T12181]', 'pid=12181', 'old_file=abc5 new_file=abc55']"
119,Oct,10,15,00:01 test-pc kernel: [  443.308826][T12186] dlp_file_pro: uid=1000 pid=12186 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['00:01', '443.308826][T12186]', 'pid=12186', 'old_file=abc55 new_file=abc5']"
120,Oct,10,15,00:02 test-pc kernel: [  444.218486][T12192] dlp_file_pro: uid=1000 pid=12192 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['00:02', '444.218486][T12192]', 'pid=12192', 'old_file=abc5 new_file=abc55']"
121,Oct,10,15,00:03 test-pc kernel: [  445.483980][T12220] dlp_file_pro: uid=1000 pid=12220 comm=/usr/bin/mv rename sensitive file old_file=abc55 new_file=abc5 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['00:03', '445.483980][T12220]', 'pid=12220', 'old_file=abc55 new_file=abc5']"
122,Oct,10,15,02:00 test-pc kernel: [  446.546444][T12224] dlp_file_pro: uid=1000 pid=12224 comm=/usr/bin/mv rename sensitive file old_file=abc5 new_file=abc55 old_ino=3932162  new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,fad656b7,<*> test-pc kernel: [ <*> dlp_file_pro: uid=1000 <*> comm=/usr/bin/mv rename sensitive file <*> <*> old_ino=3932162 new_ino=3932162 old_dentry_ino=3939923 new_dentry_ino=3939923,"['02:00', '446.546444][T12224]', 'pid=12224', 'old_file=abc5 new_file=abc55']"
123,Oct,10,15,02:00 test-pc kernel: [  563.548959][T13664] Security Module dlp_file_pro removed,e52a19d3,<*> test-pc kernel: [ <*> Security Module <*> removed,"['02:00', '563.548959][T13664]', 'dlp_file_pro']"
